Name,Etot (Eh),C6AA_DISPERSION,C8AA_DISPERSION,Molecular Polarizability,Dipole from Density,HOMO/LUMO Gap (eV),Repulsion Energy (Eh),Isotropic ES (Eh),AnisotropicES (Eh),AnisotropicXC (Eh),Dispersion Energy (Eh),HOMO Energy (Eh),LUMO Energy (Eh),NFOD,Molecular Dipole
ZQWARVWZIAFKCE-UHFFFAOYSA-N,-37.00813283,4696.642493,110063.8309,104.833438,4.487,3.471745271,0.404558051,0.067169468,0.00035641,0.009287882,-0.017143237,-0.3918867,-0.2643024,0.1045,4.661
XYGQVQONQGFXFY-UHFFFAOYSA-N,-38.82574174,8317.043912,184153.791,140.511162,2.079,3.226746605,0.539015593,0.020027934,0.010074359,0.033696421,-0.02380267,-0.3568355,-0.2382548,0.1791,3.671
IUJUCLWECOBMFH-UHFFFAOYSA-N,-42.10700006,6999.066589,165085.6418,129.247383,5.622,3.012357815,0.465934209,0.121629309,0.006288618,0.015826532,-0.021057636,-0.3624948,-0.2517927,0.1653,5.7
HAIHJGPDLSURFH-UHFFFAOYSA-N,-35.79036277,6923.310972,164149.5271,130.838928,2.244,2.929041327,0.569403095,0.022602141,0.005308118,0.027584916,-0.022116892,-0.3641805,-0.2565402,0.1698,2.103
WAYSJYROSIMXRC-UHFFFAOYSA-N,-37.60560916,5493.370031,130931.2077,115.143077,2.21,2.770179489,0.470239625,0.057947737,0.001304151,0.019836229,-0.018056686,-0.3918501,-0.2900478,0.2322,2.244
VLONTUPZTAEOIH-UHFFFAOYSA-N,-32.97638637,5660.949099,138097.7229,119.476932,2.544,2.574695735,0.546662761,0.030441755,0.004196232,0.018213192,-0.019874996,-0.3709158,-0.2762975,0.2489,2.7
QXEFMYBPXJVIHG-UHFFFAOYSA-N,-35.18486864,5050.468535,119632.7548,110.5547,3.951,1.940231575,0.440305496,0.062732214,-0.000521945,0.015063907,-0.017383108,-0.3873683,-0.3160661,0.4913,2.707
MLSMBSUFCMOUBM-UHFFFAOYSA-N,-37.36451306,5822.685234,140275.5885,119.230051,1.695,2.595403488,0.513698616,0.061405333,0.002282745,0.01349071,-0.019242348,-0.3811026,-0.2857233,0.2607,2.317
MNRAYROCGVNEIG-UHFFFAOYSA-N,-40.10238548,7258.246043,170824.5081,133.502822,1.076,3.164147947,0.5414511,0.041829237,0.005232392,0.026913215,-0.020819017,-0.3624779,-0.2461976,0.1861,1.971
UUOKAVKPEMXSMG-UHFFFAOYSA-N,-32.89185904,5443.722476,130386.3325,117.105171,4.099,3.213511596,0.498518878,0.023648628,0.006367045,0.026956701,-0.018023881,-0.366302,-0.2482076,0.17,3.946
ANVUAAJNQXEBNM-UHFFFAOYSA-N,-37.23571506,7526.856367,187111.1389,139.198302,3.631,2.445773701,0.635624437,0.029292541,0.002318902,0.023925173,-0.022896038,-0.3834906,-0.29361,0.3465,3.892
BURPEGYULPECNQ-UHFFFAOYSA-N,-38.31476904,6836.353827,176192.9981,127.713244,3.701,3.189199479,0.464550225,0.045168638,0.006949736,0.018145404,-0.019570885,-0.3767918,-0.2595909,0.1569,3.948
ONIOZXVZKCKBPJ-UHFFFAOYSA-N,-36.13258337,6765.659907,162355.3548,128.623059,4.952,2.314567444,0.544348986,0.034377347,0.003320026,0.021736027,-0.022271575,-0.3811436,-0.2960849,0.3788,5.557
ADFYDNFQSBMAMB-UHFFFAOYSA-N,-38.26880456,7951.608662,194008.2069,142.088388,2.93,2.865769425,0.631483593,0.03139327,0.004759945,0.022572639,-0.023921044,-0.3684047,-0.2630896,0.2045,2.62
RUJNGNFQIPNDCF-UHFFFAOYSA-N,-38.02194685,5037.070566,115289.8148,107.758288,1.924,3.634594792,0.419738513,0.06295614,0.001969016,0.007354123,-0.018389221,-0.3910719,-0.257503,0.0914,2.138
MMLQXQNVBQJPQC-UHFFFAOYSA-N,-44.12681492,5474.579328,127579.9717,112.196228,5.381,2.389349343,0.38934908,0.109093191,0.009665481,0.001084852,-0.01795271,-0.4148379,-0.3270309,0.3666,6.387
BPMBBXCPGAFTCX-UHFFFAOYSA-N,-36.19307893,6116.100477,156390.4054,121.407455,3.889,3.239666474,0.41253109,0.047148544,0.000712582,0.017528424,-0.018989533,-0.3909655,-0.27191,0.1712,4.447
OQXVXPBDSJQYRR-UHFFFAOYSA-N,-36.15314252,6915.823672,166145.0888,131.295534,1.109,2.627398319,0.575360402,0.022346264,0.006486441,0.019068386,-0.022305513,-0.3568731,-0.260318,0.2514,0.924
UGYRMZVUHVMADQ-UHFFFAOYSA-N,-38.1065432,6368.576482,149704.9182,122.384081,3.711,2.546902743,0.497390545,0.056368656,0.003787295,0.015286457,-0.02161869,-0.3723143,-0.2787173,0.2385,4.329
HKJAXRDPHBGHAW-UHFFFAOYSA-N,-36.05156459,6654.071661,157751.3727,128.694238,1.53,3.211470026,0.537679171,0.025227652,0.007560634,0.028382045,-0.02149525,-0.3523549,-0.2343356,0.1616,1.727
RKEQTVJMWSCNBP-UHFFFAOYSA-N,-41.34873745,6319.687381,150206.0702,122.40505,3.739,2.517128382,0.481037411,0.064098705,0.005854021,0.018918838,-0.01981076,-0.3768903,-0.2843876,0.2897,3.945
RKOPPQLAXXNYAH-UHFFFAOYSA-N,-31.25514328,5408.854138,124843.388,113.771126,2.393,3.477768351,0.460807122,0.017834893,0.008071524,0.021072207,-0.021056782,-0.3545355,-0.2267299,0.1083,2.823
KKTMNUCQFGXDNQ-UHFFFAOYSA-N,-35.94220321,5668.318622,131519.1514,115.963791,0.722,3.261001833,0.466028211,0.055784359,0.001419369,0.017204286,-0.021246446,-0.3717943,-0.2519547,0.1338,0.617
RQIWJHSBFBRUGN-UHFFFAOYSA-N,-36.33404058,6444.246145,145139.1664,123.431919,2.748,3.380210116,0.474416408,0.035853823,0.008406216,0.018936093,-0.019839684,-0.3509859,-0.2267655,0.1066,2.404
HROWNLRZNGZCPQ-UHFFFAOYSA-N,-31.93715167,5710.62823,154305.6103,119.487913,2.327,2.510806716,0.41694084,0.033433007,0.00281002,0.018365508,-0.018229681,-0.3852738,-0.2930034,0.3354,3.134
BLPVMHIDANEBGA-UHFFFAOYSA-N,-41.02798411,9108.326994,205104.8467,146.423686,2.056,3.282395859,0.57298605,0.023581646,0.010621273,0.027257002,-0.028942659,-0.3324096,-0.2117838,0.1267,2.251
WTVBBPJVZRTQLZ-UHFFFAOYSA-N,-34.39061447,6648.230041,151810.6673,125.66954,2.678,3.264777982,0.515089708,0.015797928,0.006756088,0.027566541,-0.023064949,-0.3607668,-0.2407884,0.1524,3.457
QTGQOWKLRVTVNS-UHFFFAOYSA-N,-37.84669369,7677.143816,173812.3264,134.809014,3.437,3.269577733,0.532016124,0.021547667,0.010162777,0.024507391,-0.025281673,-0.3372197,-0.217065,0.1282,3.867
GPWQAUOCSJWZEN-UHFFFAOYSA-N,-41.45598514,9421.421961,226849.0434,153.839437,0.617,3.436177347,0.664265613,0.024412707,0.002681199,0.023535268,-0.026707174,-0.3702631,-0.2439859,0.1464,0.705
RFGBJCUYNNXCDP-UHFFFAOYSA-N,-40.37859912,5597.070971,128886.5218,114.512708,3.557,2.951020815,0.416591612,0.060083885,0.002216008,0.011766881,-0.018767725,-0.3921083,-0.2836603,0.1965,3.997
QXAXQBBULTWSRI-UHFFFAOYSA-N,-39.38284197,6712.365078,163447.3375,128.558678,5.692,1.859073778,0.550590041,0.059233183,0.001837887,0.013526709,-0.022154772,-0.3944836,-0.3261639,0.549,7.468
CQCQXTPCAFJRHG-UHFFFAOYSA-N,-40.90577036,7835.51703,180694.8793,136.188317,3.396,2.963041138,0.533452037,0.055862097,0.009090932,0.020727816,-0.025832829,-0.3535789,-0.2446892,0.1828,3.36
AMLONKVNYUAMSB-UHFFFAOYSA-N,-35.40524532,7194.938004,161175.1203,130.826824,2.643,3.118574039,0.519702152,0.017229084,0.008762208,0.028491786,-0.023614065,-0.3556567,-0.2410512,0.1614,3.571
WGKVAMDURIFSKA-UHFFFAOYSA-N,-38.95099254,8405.139252,198708.5927,144.662705,3.555,2.271970842,0.63480177,0.024333292,0.01109262,0.026468621,-0.025925929,-0.3371939,-0.2537005,0.3568,4.898
VWIOMFMPIVMLIR-UHFFFAOYSA-N,-39.88597287,5230.29869,123667.6088,111.194096,5.804,2.488788279,0.422514159,0.091040334,0.002390311,0.008588305,-0.016619674,-0.3909305,-0.2994692,0.3192,5.791
UUCLVSDUMKMBSM-UHFFFAOYSA-N,-34.20356476,7342.609797,179920.9232,137.468736,1.887,3.278031172,0.63599702,0.008000834,0.004595324,0.026704514,-0.023160545,-0.3668972,-0.2464318,0.1448,2.081
KEUKIIMPYLKESR-UHFFFAOYSA-N,-36.87303261,5020.877659,117533.1109,108.688272,1.644,3.279960284,0.42064951,0.079613137,0.001980526,0.009716656,-0.018487622,-0.3862875,-0.2657512,0.129,1.681
XYGFISRAXLLACA-UHFFFAOYSA-N,-29.09256883,4746.754417,108161.9635,107.107045,3.071,3.397061209,0.437081978,0.018255373,0.00884946,0.021009541,-0.017517737,-0.3540819,-0.2292422,0.1116,2.873
KAXQBGPFESZQIL-UHFFFAOYSA-N,-32.09107414,6315.831133,153055.221,126.294396,2.227,2.645089286,0.580271358,0.00944752,0.005427241,0.022552682,-0.0218606,-0.3626121,-0.2654068,0.2359,2.735
SVFSBGLXACEVHN-UHFFFAOYSA-N,-36.38175128,5036.861282,117137.3146,109.179197,5.055,3.231304003,0.424775853,0.05370749,0.007482446,0.011935863,-0.016974585,-0.374832,-0.2560837,0.1432,5.065
AVBPTIYKXNVKNJ-UHFFFAOYSA-N,-33.00639041,5654.863166,138083.7626,119.317831,1.162,3.124070868,0.538594666,0.030506496,0.004135107,0.017569375,-0.019922304,-0.3747503,-0.2599429,0.1725,1.421
NBQVQGUZQTWSBV-UHFFFAOYSA-N,-37.33740573,5851.399414,140281.9068,119.680974,3.79,2.877718631,0.496828529,0.052457285,0.001865703,0.013905198,-0.019273508,-0.3851923,-0.2794381,0.2358,4.801
VYEFLSRYAXMVDI-UHFFFAOYSA-N,-29.71000087,5006.692489,129242.0453,110.077541,3.117,3.434467977,0.399372339,0.01587067,0.003211986,0.01909788,-0.016648526,-0.3722416,-0.2460272,0.1076,3.165
JWGKSDIHBMBDEO-HWKANZROSA-N,-39.64830769,6450.214578,156517.3591,126.280032,6.494,2.313713956,0.54595964,0.067536408,0.003959531,0.013384171,-0.02008938,-0.4019297,-0.3169023,0.4357,8.317
LWMDPZVQAMQFOC-UHFFFAOYSA-N,-28.81788888,5009.643509,114195.9235,109.817479,2.098,3.333339295,0.454238697,0.00941841,0.00690897,0.02239904,-0.017165338,-0.364971,-0.242473,0.1071,2.705
PRFJNCHHLJFFSN-UHFFFAOYSA-N,-36.22467168,5403.405426,124924.5136,113.504685,3.274,3.089446226,0.446211413,0.064208557,0.003831866,0.014292825,-0.018302321,-0.3715618,-0.2580267,0.1637,3.2
CKZDJCJSSSCYFN-UHFFFAOYSA-N,-39.38150807,6639.767587,151917.0427,125.39656,1.848,3.41806757,0.486300308,0.059463598,0.003812398,0.018307413,-0.020718307,-0.3599957,-0.2343841,0.1456,1.936
OCUWBOKLVYIWDC-UHFFFAOYSA-N,-31.2029787,5414.776181,124879.1917,113.85054,3.178,3.368684772,0.475528362,0.01445976,0.007349374,0.023621695,-0.018331696,-0.3556603,-0.2318635,0.1198,3.685
MEKNAPSWZLHSTM-UHFFFAOYSA-N,-39.74197157,6435.502565,155942.8428,126.046159,4.912,2.83468301,0.517279464,0.061459179,0.000730104,0.021995207,-0.019876365,-0.3887135,-0.2845408,0.2243,4.846
YJXJLESRRZVQPW-UHFFFAOYSA-N,-40.77869597,6699.472453,158191.7412,126.586748,2.829,2.800810528,0.499455611,0.060505416,0.001580711,0.020968823,-0.020963554,-0.3872537,-0.2843258,0.2368,3.143
KBDMNBWTHOKXQA-UHFFFAOYSA-N,-32.35777914,6036.354801,146229.0135,123.752749,3.09,2.7436013,0.559610453,0.017856249,0.007301412,0.021861779,-0.021501152,-0.3549108,-0.2540853,0.2534,3.184
GLVURCUKRZAGQN-UHFFFAOYSA-N,-33.26606958,5388.248393,131547.6949,116.770392,1.184,2.543359861,0.514188446,0.035586277,0.007010509,0.017148473,-0.019183886,-0.3528031,-0.2593363,0.2657,1.429
MVHGTVYTJVRQKK-UHFFFAOYSA-N,-29.35103992,4507.604231,102458.2136,104.616881,2.312,3.44501798,0.430080819,0.029543926,0.011096928,0.023035275,-0.016912872,-0.3529589,-0.2263569,0.1165,2.232
GIWWWJBTNPQANF-UHFFFAOYSA-N,-36.33286328,6272.263077,147478.2288,124.007104,1.946,3.178643586,0.492939529,0.038899352,0.005747671,0.032081331,-0.019935337,-0.3699276,-0.2531146,0.1873,1.868
AKTBDVAHPDINRG-UHFFFAOYSA-N,-39.35576079,7267.698874,182675.369,130.891638,2.178,3.24338561,0.450459821,0.033855938,0.002174292,0.020863284,-0.021594954,-0.3749681,-0.2557759,0.1464,1.716
TYGDOTIDCKHYET-UHFFFAOYSA-N,-37.38301364,8724.955439,211667.9322,148.910716,1.408,2.842032013,0.668475748,0.0100313,0.005954882,0.026736041,-0.025337225,-0.3612899,-0.2568471,0.2139,1.267
BGOZBOGNJWPRLK-UHFFFAOYSA-N,-41.43997013,6039.9755,147006.9345,121.366067,3.191,2.432824692,0.521888629,0.053326795,0.002478578,0.003880211,-0.020964754,-0.3815159,-0.2921112,0.2818,3.006
HANMWNJJOSJZHD-UHFFFAOYSA-N,-32.35579279,6034.671105,146176.2904,123.738923,3.262,2.629032224,0.557373633,0.017462296,0.007461431,0.021978465,-0.021385557,-0.3565447,-0.2599296,0.2635,3.668
IUZAXOXXFPQKGR-UHFFFAOYSA-N,-39.23724567,7986.543876,187658.063,140.212973,1.826,2.955549319,0.585500659,0.024826621,0.006925993,0.028124684,-0.02412914,-0.3542297,-0.2456152,0.1832,1.708
PSONEPPDZBYYHI-UHFFFAOYSA-N,-35.87562395,7571.638118,204451.843,138.95502,3.403,2.224664801,0.558997614,0.02532243,0.004314214,0.02465897,-0.02190905,-0.3586924,-0.2769375,0.4032,4.24
LONDBHTYIYKOCM-UHFFFAOYSA-N,-34.21174902,7334.985697,179862.7194,137.396242,1.626,3.041149395,0.623824824,0.008236227,0.005158932,0.026067179,-0.022896506,-0.3664966,-0.2547364,0.1774,1.95
YSVOLINPRQFGOB-UHFFFAOYSA-N,-35.27232122,6226.563352,154577.9548,126.33991,3.515,3.242429676,0.588144043,0.019389434,0.002118862,0.019013063,-0.020554384,-0.3888788,-0.2697217,0.1529,3.614
IEVOYBLZTDQXSO-UHFFFAOYSA-N,-42.73462129,7598.763202,171707.8157,132.874196,7.433,2.457176491,0.49461117,0.069044765,0.006627885,0.014672173,-0.023779819,-0.3907925,-0.3004929,0.3438,10.107
VKLOKUBKCRMJDE-UHFFFAOYSA-N,-31.83756336,5261.765447,122893.6759,113.844257,0.705,3.548950397,0.470539764,0.024767558,0.003571272,0.019422858,-0.017436523,-0.3717007,-0.2412792,0.0986,0.704
ZZKZLRHPTKBJRR-UHFFFAOYSA-N,-39.42700613,5276.9921,123146.5622,111.452009,5.527,2.010755891,0.41129579,0.08919765,0.008127024,0.009417789,-0.017010028,-0.4090165,-0.3351226,0.478,7.746
ASIUQJZSEZTIRU-UHFFFAOYSA-N,-37.37899016,8724.217444,211676.4368,148.901987,1.117,2.779534109,0.67409496,0.009882819,0.006737415,0.02636289,-0.026366922,-0.3574107,-0.2552647,0.2238,0.816
KOFVAOOMAVAGHM-UHFFFAOYSA-N,-29.37243064,4478.485148,102172.6214,104.221441,2.362,3.513621352,0.419003694,0.030748296,0.011171279,0.020116395,-0.01692618,-0.3410249,-0.2119017,0.0989,2.408
SEAXJGMTMBKZNW-UHFFFAOYSA-N,-31.52207631,5189.299631,118868.2601,111.745998,4.593,3.497838701,0.437598384,0.019301641,0.008842121,0.021870792,-0.019910493,-0.3400449,-0.2115017,0.1127,5.031
FUYOQABZCWFOOE-UHFFFAOYSA-N,-36.07555917,5199.532861,120733.0176,109.879587,2.311,3.833254027,0.448705188,0.036026495,0.001550605,0.012319104,-0.016342691,-0.395728,-0.2548586,0.0784,2.39
JXBIVANENPNFOP-UHFFFAOYSA-N,-33.24806372,5411.362936,131466.9811,117.092289,3.92,2.955114722,0.501417049,0.024229623,0.008349331,0.017700817,-0.017773127,-0.3580641,-0.2494656,0.181,4.07
WRSYLKYGVWUPQP-UHFFFAOYSA-N,-38.79215988,7210.395385,174753.2142,134.7426,4.973,2.338979598,0.583232698,0.046216215,0.007845796,0.026658171,-0.023384058,-0.3722128,-0.2862569,0.3443,5.047
GNYFTORFAKIQDR-UHFFFAOYSA-N,-35.42235078,7179.705873,161077.7416,130.660317,3.093,3.345145838,0.518981661,0.01614907,0.010715459,0.025220673,-0.024771867,-0.3525227,-0.2295908,0.1226,3.866
GVEQCFMNUYFHOE-UHFFFAOYSA-N,-40.40014613,8930.659918,219452.4409,150.673928,2.142,2.447889482,0.684107951,0.032883573,0.002540984,0.026402811,-0.025086268,-0.3808088,-0.2908505,0.3419,1.157
IIPNTNDPIZNFRU-UHFFFAOYSA-N,-35.50528459,7356.192791,175406.6681,135.84834,1.627,2.491850926,0.598889981,0.014971189,0.006582622,0.027575631,-0.023102108,-0.3596248,-0.268051,0.3122,2.982
ZARLOFXXUFNOHB-UHFFFAOYSA-N,-38.80390236,7205.128544,174782.6634,134.669203,4.371,2.267148481,0.588013685,0.049199054,0.005183868,0.026799317,-0.022457128,-0.3737711,-0.2904549,0.3882,4.462
UMXAJVQJBCZNOR-UHFFFAOYSA-N,-32.88369309,5503.553022,125385.2439,114.282534,1.488,3.380055733,0.465431168,0.034283473,0.004714827,0.018460646,-0.018739397,-0.36276,-0.2385452,0.1033,1.757
WXYKQNAKEPRCGF-UHFFFAOYSA-N,-39.21722412,7058.036086,173010.414,132.49446,2.806,2.261299103,0.58092376,0.057488649,0.001024152,0.016739778,-0.022808089,-0.3760253,-0.2929241,0.3543,2.624
IZTDWPKQBPEJHU-UHFFFAOYSA-N,-37.00153634,4699.385812,109803.3967,104.99257,2.872,2.705392969,0.408448276,0.058856336,0.001311984,0.00855202,-0.015749387,-0.3908176,-0.2913963,0.2092,2.805
ACLBNCNOVBNVSE-UHFFFAOYSA-N,-41.51219314,7590.115845,175576.7183,134.963785,2.185,3.197124783,0.550926416,0.049948303,0.004808261,0.01464498,-0.023900399,-0.370111,-0.2526189,0.1386,1.801
YWLJNUAYBRWEJY-UHFFFAOYSA-N,-42.64349533,9273.620171,205831.4152,147.347773,2.51,3.051807431,0.559245805,0.031477176,0.010329687,0.024821799,-0.028574894,-0.3442605,-0.2321087,0.1736,2.621
SQVMDVNVWYRZFV-UHFFFAOYSA-N,-32.6232359,5711.091717,136582.4964,119.605261,3.83,3.156821576,0.499622938,0.017854642,0.005464248,0.02726184,-0.019158146,-0.3767357,-0.2607247,0.1796,3.67
CQJFVMXOTLVYKI-UHFFFAOYSA-N,-30.47855408,4886.770647,116089.3367,110.415022,3.53,3.199868841,0.485967541,0.022770434,0.009230883,0.022192441,-0.01769401,-0.3568502,-0.2392572,0.136,3.945
LWTQIJLYJZDJQP-UHFFFAOYSA-N,-32.36065048,6037.180153,146237.8662,123.762073,3.948,2.681243626,0.561010203,0.017999113,0.007690688,0.021780634,-0.020627619,-0.3546082,-0.2560743,0.2518,4.052
GLXLMXAFURBIEZ-UHFFFAOYSA-N,-32.77514295,4555.84533,106433.2651,104.530617,2.799,2.653617776,0.417707567,0.050855775,0.001294713,0.01417812,-0.015437946,-0.3772438,-0.2797251,0.2115,2.921
APCQGKVIYRVRKN-SNAWJCMRSA-N,-34.88897091,5415.739963,128810.8,115.522688,1.974,2.334567191,0.484158818,0.051214359,0.000489361,0.016904233,-0.016762875,-0.38585,-0.3000563,0.3169,1.76
RQXSZIQXHRIKBA-UHFFFAOYSA-N,-41.60050136,6073.45811,143905.9228,120.284045,6.519,2.520981678,0.469359262,0.080224945,0.004927291,0.006985496,-0.019902816,-0.3989578,-0.3063134,0.3392,7.82
CDALNXGJTOUCHO-UHFFFAOYSA-N,-35.94624479,5659.250425,131129.7169,115.966977,2.813,2.657609259,0.45518625,0.053007015,0.001135938,0.015455954,-0.019627415,-0.3745986,-0.2769333,0.2058,3.274
YIJCKQVORNAAOU-UHFFFAOYSA-N,-40.11921767,6366.085908,157074.9781,125.61545,1.116,2.408133715,0.543431065,0.074303542,3.72E-05,0.012209175,-0.020722917,-0.3842533,-0.295756,0.3265,1.098
PGWLYZSVSSOHMO-UHFFFAOYSA-N,-44.06348995,6795.255108,156279.4241,125.523363,3.357,2.728500657,0.474490854,0.096702847,0.004902724,0.008404698,-0.020681973,-0.3986258,-0.2983552,0.2354,3.136
YZGFLHYYILUCCS-UHFFFAOYSA-N,-32.98347292,5679.415163,137982.1185,119.717582,1.392,2.747646842,0.533299527,0.020506507,0.003541379,0.018359537,-0.019914577,-0.3669095,-0.2659354,0.2273,1.687
MMRWJFACJFPXEI-UHFFFAOYSA-N,-35.26495788,7607.203843,182486.1615,137.777335,1.425,2.603920726,0.63276015,0.01202255,0.006180487,0.023463885,-0.024307961,-0.3565561,-0.2608638,0.2403,1.476
VQGCJKJYRGWVHE-UHFFFAOYSA-N,-32.97472228,6364.53859,170747.6155,127.036088,3.516,2.795295917,0.51503176,0.012519775,0.001444078,0.019502991,-0.021386368,-0.3833091,-0.2805839,0.2311,3.832
QCLRSXUNLYWRRG-UHFFFAOYSA-N,-36.84314994,5059.362295,117572.8841,109.278289,0.524,2.536938587,0.412757171,0.067849896,0.003920039,0.010995196,-0.017812112,-0.3803605,-0.2871297,0.2439,0.728
FJJYSUQONMBDJJ-UHFFFAOYSA-N,-35.2916842,5971.220928,136645.2476,118.862069,0.6,3.168604738,0.474910374,0.033582443,0.007575979,0.021827517,-0.020959991,-0.3597071,-0.243263,0.1547,0.979
IBWOBEUJEJNYOA-UHFFFAOYSA-N,-39.66314494,6438.700424,156582.0966,126.152743,8.506,2.29212537,0.533050136,0.071136484,0.005045847,0.012376986,-0.020909399,-0.3925332,-0.3082992,0.4282,10.362
ZGFRLWMJMWEDON-UHFFFAOYSA-N,-40.8050956,9906.926495,237557.8796,158.123011,2.208,3.264198187,0.686631522,0.017446751,0.009848703,0.029288109,-0.027856416,-0.3616269,-0.2416698,0.1738,2.977
MVEKJICVWWOMEE-UHFFFAOYSA-N,-31.9372815,5709.907936,154278.465,119.481709,2.749,2.473592418,0.41279351,0.033276563,4.59E-05,0.018240313,-0.017940272,-0.385043,-0.2941401,0.3474,4.028
SGEOBUJTURUUJE-UHFFFAOYSA-N,-39.7011601,6431.850666,149897.1209,123.355006,1.12,3.535648636,0.449575678,0.101361617,0.004458869,0.013578388,-0.019532018,-0.3675898,-0.2376571,0.1082,1.235
NFGISEIUOFRCIZ-UHFFFAOYSA-N,-43.19739771,5975.260762,138321.7705,116.724564,3.712,2.416328374,0.424365362,0.088103623,0.008213689,0.004132135,-0.018357998,-0.415059,-0.3262606,0.3301,5.987
LVLHSZYNNWJUSA-UHFFFAOYSA-N,-38.41981767,7203.680726,164299.898,130.040528,2.734,3.390828751,0.511598266,0.033469481,0.007481678,0.024178566,-0.022658059,-0.3609096,-0.236299,0.12,3.195
KOFGVEKRYFDMED-UHFFFAOYSA-N,-32.24031432,5890.57784,133207.9452,118.792204,1.989,3.154259878,0.474756376,0.019172438,0.007997835,0.026279593,-0.021543447,-0.3625384,-0.2466215,0.1465,2.076
NPPPLXJXZOCDHJ-UHFFFAOYSA-N,-32.97432639,6349.238558,170626.6815,126.886817,2.083,2.507146551,0.537535167,0.012379875,0.001175846,0.020025809,-0.020862042,-0.3741723,-0.2820364,0.2703,2.321
MRADETFICOBYSN-UHFFFAOYSA-N,-32.99465236,5645.25946,137939.6145,119.233654,1.176,2.544306701,0.535329043,0.028763582,0.004854106,0.017643647,-0.019775551,-0.3629548,-0.2694532,0.2586,1.819
SNTKGXZTKLJDJI-UHFFFAOYSA-N,-37.50487882,7009.56744,173537.4914,132.49028,1.624,2.132668848,0.630226049,0.027996697,0.004642701,0.03194018,-0.022085713,-0.382635,-0.3042608,0.4152,3.191
JCSWRCJGPHOWJL-UHFFFAOYSA-N,-41.42987862,9413.472492,227095.8587,153.736867,2.596,3.246879442,0.684893528,0.031664435,0.005628619,0.025489754,-0.028967708,-0.3704354,-0.2511148,0.151,2.583
PYCIBXGKTGBHHF-UHFFFAOYSA-N,-33.7149438,6127.470425,153269.9626,124.984962,3.013,2.323957881,0.604522046,0.024328093,0.006109134,0.033720373,-0.020987668,-0.3725363,-0.2871324,0.3637,3.065
AECRHVMMLYHHTH-UHFFFAOYSA-N,-39.01426519,5721.248082,134788.1469,115.667498,5.216,2.868271589,0.438418764,0.071180759,0.00255463,0.010455488,-0.019823729,-0.3814327,-0.2760257,0.1858,5.866
UVUKRYCSGXKFEL-UHFFFAOYSA-N,-35.30939583,6060.320283,139361.3566,120.554628,3.04,3.245871619,0.475697876,0.045400002,0.004450243,0.021114183,-0.020561735,-0.370365,-0.2510814,0.1395,3.293
QKGFZLNYZKMJBQ-UHFFFAOYSA-N,-39.65092063,6436.82925,156509.3044,126.142363,8.944,2.02749372,0.538520389,0.068900013,0.005033951,0.012595992,-0.022067041,-0.3871109,-0.3126019,0.5233,10.275
SJOPCBLPDXZLHJ-UHFFFAOYSA-N,-41.00575022,6692.289281,149743.735,124.708032,2.953,3.734248382,0.454313723,0.052992365,0.006314925,0.010885444,-0.020256671,-0.371865,-0.2346339,0.0883,2.984
MMFVHMJEJJIGNU-UHFFFAOYSA-N,-36.84882515,5050.113557,117503.7506,109.183026,5.038,2.745007495,0.416937095,0.068012527,0.003689173,0.010251423,-0.017136533,-0.3760944,-0.2752173,0.2065,5.54
FCUGCNFRPLKKJB-UHFFFAOYSA-N,-33.32803499,4893.090161,111461.105,107.591658,4.028,3.336851724,0.41993303,0.029078518,0.005372693,0.016012886,-0.017394082,-0.3675135,-0.2448864,0.1176,4.612
GUXPDLIBBXZSEL-UHFFFAOYSA-N,-32.24097982,5893.564911,133241.9543,118.823174,2.937,3.259765293,0.490966408,0.019600093,0.009009498,0.025887563,-0.021835818,-0.3565688,-0.2367746,0.1328,2.871
BCANMDDAARPKKQ-UHFFFAOYSA-N,-41.00808716,9117.074777,205271.5059,146.52827,3.28,3.780445883,0.56310051,0.025504425,0.010842525,0.028691974,-0.027782914,-0.3444965,-0.2055677,0.1024,3.676
PMEPPZBLQNOHJA-UHFFFAOYSA-N,-29.70905552,5026.271054,129333.6316,110.261765,0.219,3.330306004,0.397830646,0.012978199,0.002212456,0.019214905,-0.017225417,-0.3786436,-0.2562571,0.116,0.631
OHPAUOSZGRFTCF-UHFFFAOYSA-N,-34.04590162,4665.797018,105979.986,105.152253,2.514,3.631053787,0.398596895,0.052955531,0.007144746,0.012363257,-0.01618334,-0.3598957,-0.2264569,0.1015,2.939
OZUAMTNBIWPYTL-UHFFFAOYSA-N,-38.37458716,6242.306271,146106.0311,122.768477,0.695,3.583614858,0.491579069,0.044196366,0.003570105,0.012535582,-0.02027394,-0.3603131,-0.2286177,0.0903,0.658
HEFTUUKTEVFJJF-UHFFFAOYSA-N,-36.56676461,6205.430475,149955.805,124.289103,3.536,3.206890253,0.560460085,0.02494666,0.003198643,0.017453746,-0.021035985,-0.3788651,-0.2610141,0.1464,3.559
GEAYJNMLEZCCHF-UHFFFAOYSA-N,-39.20928642,7073.648923,173180.8813,132.656686,1.765,2.503341311,0.573119931,0.055324424,0.002457394,0.01778986,-0.022508277,-0.3715224,-0.2795263,0.27,1.085
